Indirizzo dell'offerta,Ragione Sociale:,Tipo Azienda/Ente:,Descrizione:,Settori di attività:,Nazione:,Provincia:,Comune:,Frazione:,Indirizzo:,CAP:,Nome referente:,Cognome referente:,Telefono:,Email:,Sito web:,Note:
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=1&select=2034494,CEDAC102 S.R.L.,Società di Capitali,"cedac102 è un’azienda che fa parte del Gruppo Cedac Holding e che opera nel mercato dei Condomini.

I brand su cui si fonda l’azienda sono due: condominio102 e klima102, i quali offrono prodotti e servizi che facilitano il lavoro degli attori operanti nel campo dei condomini (amministratori di condominio, tecnici/fornitori/condòmini) e che garantiscono il miglioramento dell’efficienza energetica degli edifici.","Servizi alle imprese Produzione di software, consulenza informatica e attività connesse Attività finanziarie, assicurative e bancarie e studi promotori finanziari Attività immobiliari Altre industrie manifatturiere Edilizia Industriale, Residenziale e Commerciale Impiantistica termica, idraulica, elettrica e simili Servizi per la persona e la famiglia Servizi per gli edifici e il paesaggio",ITALIA,BOLOGNA,CASALECCHIO DI RENO,,Via del Lavoro 47,40033,Alexandra,Orlandini Valentini,0516139102,marketing@cedac.com,https://www.cedac102.com,Marketing and Sales
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=854414,CIOLLO SERVICE S.R.L.,Società di Capitali,"Ciollo Service è una software house che lavora prettamente su progetti di proprietà . Oltre alla creazione di software si occupa di comunicazione sia direttamente per grandi clienti che attraverso proprio marchi di servizi per la PMI quali www.cipensiamonoicasa.it ; www.localiditalia.it e tanti altri. Inoltre è proprietaria di una web radio, con una sua apposita redazione. Cerchiamo programmatori e Laureandi in Marketing e comunicazione giornalismo. Dopo lo stage ottime possibilità di inserimento . Attualmente la società ha tre sedi dislocate sul territorio nazionale.","Servizi alle imprese Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Attività ed Istituti di ricerca scientifica tecnica e di sviluppo Pubblicità e ricerche di mercato Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,BOLOGNA,,Via XXI Aprile 1945 n 20,40134,Giovanni,lapenna,3391641620,gl@ciolloservice.it,,"Comunicazione e Marketing
Sviluppo Software
Ricerche di mercato
Creazione siti Web
Redazione Giornalistica"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=2239745,COCO S.R.L.,Società di Capitali,"Consulting on AI, Robotic Process Automation, Generative AI and automation in general, including Robotics, Digital Ledger (i.e. Blockchain) and Quantum Computing. Develpment of vertical products, mainly boosted by application of AI and GenAI, are also a focus of the company, through the activation and investment in product startups.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,VIA ANTONIO CAVALIERI DUCATI 5/4,40132,Federico,Baffetti,+39 393 985 8983,federico@baffetti.it,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=853493,"CONSORZIO T3LAB, IL LABORATORIO PER IL TRASFERIMENTO TECNOLOGICOA BOLOGNA",Consorzio legalmente costituito,"T3LAB è un laboratorio di R&D nato da Università di Bologna e Confindustria Emilia Area Centro.
T3LAB è un consorzio senza fini di lucro espressamente ideato per realizzare il trasferimento tecnologico tra realtà accademica e aziendale.
COSA FACCIAMO:
– sviluppo firmware per sistemi a microcontrollore, con e senza sistema operativo, con vincoli hard real-time
– supporto di sistemi operativi (Linux e Android) e sviluppo di driver e BSP
– applicazioni mobile per Android e Apple basate sull'utilizzo dei sensori embedded
– soluzioni basate sui protocolli di comunicazione radio Bluetooth/ZigBee/Wi-Fi
– customizzazione di protocolli e reti di comunicazioni basate su Ethernet industriale e fieldbus (con microprocessore e FPGA)
– architetture custom e IP cores su piattaforma FPGA
– soluzioni embedded su System On Chip (SoC) ARM+FPGA
– realtà aumentata per applicazioni industriali
– riconoscimento 2D/3D e ricostruzione di volumi
– benchmarking di librerie di computer vision (Halcon, OpenCV, Matrox, Cognex)","Produzione di software, consulenza informatica e attività connesse Studi di ingegneria e architettura Attività ed Istituti di ricerca scientifica tecnica e di sviluppo",ITALIA,BOLOGNA,BOLOGNA,,"Via Sario Bassanelli, 9/11",40129,Mirko,Falavigna,0515870187,mirko.falavigna@t3lab.it,http://www.t3lab.it/lavora-con-noi/,"Gli ambiti di ricerca in cui T3LAB opera:
1. COMPUTER VISION: sistemi software per la visione industriale per controllo qualità
2. FIRMWARE: sviluppo codice embedded per dispositivi a microcontrollore
3. LINUX EMBEDDED: sviluppi sul sistema operativo Linux, anche a livello di kernel
4. GUI: sviluppo di interfacce uomo macchina (con NodeJS, Qt ecc..) per pannelli operatori"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=851011,COSMOBILE S.R.L.,Società di Capitali,"Cosmobile opera prevalentemente nell'ambito mobile e web, sviluppando soluzioni software e progetti con le principali
tecnologie, quali PHP, MySql, Angular, React, Node.js, Java, Swift, Kotlin...
Fondata nel 2008, Cosmobile srl   nata come “anima tecnologica” di una solida realta presente sul web fin dal 1997
(Iprov.com), con lo scopo di affrontare problematiche di sviluppo software rivolte al web e alle nuove forme di tecnologia,
che all’epoca si stavano prospettando.
Vedere le cose con prospettive diverse e, soprattutto, pensare a come saranno, ci consente di continuare ad esplorare
un universo sempre piu vasto grazie alle nuove frontiere della tecnologia e della comunicazione.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,MINERBIO,,VIA EUROPA 6,40061,Emanuele,Crescentini,331/7138840,e.crescentini@cosmobile.com,https://www.cosmobile.com/ita/page/lavora,"L'azienda cerca giovani laureati in Informatica, prevalentemente ingegneri, per tirocini incentrati sulle principali attivita
svolte nella sede di R&S di Forli. L'azienda ha tre principali rami di sviluppo:
- l'ambito Ecommerce: specializzato su alcuni framework specifici (in primis Magento 1 e 2) ed in generale su know-how
necessario ad ottimizzare, implementare e dare pieno supporto alle soluzioni di vendita online dedicate ai nosti clienti
- l'ambito WEB: soluzioni personalizzate e piattaforme software dedicate alla gestione e alla presentazione di
informazioni (sotto forma di software ad uso interno, portali aziendali, configuratori, etc), realizzate tramite un framework
tecnologico all'avanguardia, passato da stack LAMP a stack MEAN (Mongo DB, Express, Angular, Node.js), con
infrastruttura a container sempre piu orientata ai microservizi.
- l'ambito MOBILE: sviluppo di applicazioni e prodotti gia lanciati sul mercato, sia su piattaforma iOS e Android in
tecnologia nativa.
L'azienda   interessata ad attivita di tirocinio curriculare, tesi in azienda, ed inserimento di neo laureati all'interno del
team di sviluppo in forma stabile.
Per ulteriori informazione sulle nostre attivita, vi invitiamo a visionare il sito web dell'azienda."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=895220,COSTAL S.R.L.,Società di Capitali,Progettazione Elettronica/Elettrotecnica Hardware e Software Armadi e Controlli per Macchine Automatiche,"Produzione di software, consulenza informatica e attività connesse Produzione di computer, prodotti e componenti elettronici e ottici Industria meccanica e metalmeccanica Altre industrie manifatturiere Impiantistica termica, idraulica, elettrica e simili Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,SAN GIORGIO DI PIANO,,"VIA XXV APRILE 1945, 14",40016,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1043541,CUBE S.R.L.,Società di Capitali,"Progettazione Consulenza Certificazione in ambito energetico, impiantistico, acustico.","Servizi alle imprese Produzione di software, consulenza informatica e attività connesse Studi di ingegneria e architettura Impiantistica termica, idraulica, elettrica e simili Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,IMOLA,,Via Emilia 67,40026,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=2190942,CYBERATING S.R.L.,Società di Capitali,Start up nel campo della Cybersecurity e di Sviluppo software,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via di Corticella 181/4,40128,Stefano,Fratepietro,3805469213,segreteria@cyberating.it,https://www.cyberating.it/,AttivitÃ  di Cybersecurity e sviluppo software
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=2252603,CYSKE  S.R.L.,Società di Capitali,azienda specializzata in sicurezza informatica e delle reti,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via San Felice 26,40122,,,0510402211,hr@horsa.it,https://it.linkedin.com/company/cyske,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1205398,Clickable S.r.l. Unipersonale,Società di Capitali,Web Agency specializzata nella creazione di strategie SEO e Google Ads.,"Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Pubblicità e ricerche di mercato",ITALIA,BOLOGNA,BOLOGNA,,Viale Gozzadini 1,40124,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1493263,Codebaker srls,Società di Capitali,"SIAMO UNA SOFTWARE HOUSE BOLOGNESE,
SVILUPPIAMO RICETTE DIGITALI UNICHE","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via N. Corazza 7/8,40128,Francesco,Ferrari,051.7402558,francesco.ferrari@netwark.it,http://www.netwark.it/,"Settore IT
Sviluppo applicativi
Consulenza e supporto tecnico"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=717682,Commoedia snc,Società di persone,Agenzia di comunicazione a servizio completo particolarmente attiva nell'ambito new media,"Servizi alle imprese Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Pubblicità e ricerche di mercato",ITALIA,BOLOGNA,BUDRIO,Prunaro di Budrio,"Via Mori, 6",40054,Marco,Miana,0510450687,marcomiana@commoedia.net,,"Progettazione e sviluppo applicativi web con sistemi di amministrazione dei contenuti linguaggi PHP e/o ASP-ASPX. Realizzazione di database MySQL e/o MS SQL.
Sviluppo di App (piattaforma iPhone iPad).
L'azienda e' una struttura dinamica e creativa; offre grande autonomia e possibilita' di confrontarsi con realta' di primo piano sul mercato nazionale ed internazionale."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1634960,Computer Assistance Srl,Società di persone,"Siamo una società Informatica nata nel 1997, abbiamo la sede a Casalecchio di Reno e filiali sparse nel territorio Italiano.
Eseguiamo attività di manutenzione e replacement Hardware sia sugli apparati di rete che su sistemi Server o AS/400 dove abbiamo tra le seniority maggiori nel panorama Italiano.
Ci occupiamo di progettazione ed installazione di Infrastrutture che generalmente prevedono :
Host in cluster con a bordo VMware
storage con funzionalità di SAN per i Datastore VMware
Switch - generalmente utilizziamo Cisco o HP, dove configuriamo la segmentazione della rete
NAS sulla quale generalmente eseguiamo una prima parte di backup, utilizzando generalmente software Veeam
Cybersecurity- generalmente installiamo ed ottimizziamo firewall Fortigate, Checkpoint o Palo Alto e distribuiamo AV tramite Console in Cloud.
Gestiamo progetti di HA con Microsoft- Azure se richiesto.","Servizi alle imprese Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Istruzione post-secondaria universitaria e non universitaria",ITALIA,BOLOGNA,CASALECCHIO DI RENO,,via parini,40033,Manuel,pomarÃ¨,051578935,manuel.pomare@computer-assistance.it,www.computer-assistance.it,"AttivitÃ  di ricerca e sviluppo in ambito Cybersecurity
In particolar modo sulla parte di Pen Test
Il candidato se ritenuto idoneo verrÃ  poi assunto e fatto un percorso formativo a carico dell'azienda.


AttivitÃ  sistemistica quale Monitoraggio, Virtualizzazione, Reti, Active Directory."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1608662,Cotto al Dente s.r.l.,Società di Capitali,"L'azienda opera come start-up innovativa nell'ambito della realizzazione di software per la fruizione di servizi nei settori del benessere, del fitness, dell'alimentazione e del wellness. In generale nell'ambito del fitness e dell'alimentazione da fruire tramite applicazioni e piattaforme online.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Borgonuovo 5,40125,Giulia,Campagna,,giulia@cottoaldente.app,,"comunicazione, marketing, analisi dati, project management, web design, digital content manager, user experience design, business development"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=639707,D-SIGN SRL,Società di Capitali,"Agenzia pubblicitaria con sede a Bologna, fondata nel 2000. Molto forte in area tecnologica, e nei nuovi media D-Sign è un'agenzia in forte crescita.","Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Pubblicità e ricerche di mercato",ITALIA,BOLOGNA,BOLOGNA,,VIA BARONTINI 20/A,40138,Andrea,Alessandri,051531958,andrea@dsign.it,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=913703,DEASOFT SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,Società di Capitali,"Consulenza informatica, sviluppo applicazioni web, software custom...etc","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,SAN LAZZARO DI SAVENA,,Via Vittoria 23/G,40068,Paolo,Manzoni,339 8589974,info@deasoft.it,www.deasoft.it,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=802359,DEDA DIGITAL SRL,Società di Capitali,"Sviluppo applicativi web e mobile, produzione CMS e realizzazione progetti Web sull'intero territorio nazionale.
Specializzazione su accessibilità ed usabilità.","Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro Formazione",ITALIA,BOLOGNA,CASTENASO,,Toscanini 7/2,40055,Giovanni,Scardovi,,risorseumane@dedagroup.it,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=2002716,DELIZIA MEDIA SRLS,Società di Capitali,"Delizia Media è una agenzia di media e intrattenimento specializzata in podcast audio e video. Siamo una una meta-impresa che nasce per dimostrare che lavorare con la cultura e la creatività è possibile. Lo facciamo realizzando produzioni nostre come La Merenda Live, il Creators Day e La Merenda Academy, e lavorando con clienti nella realizzazione di eventi e podcast.","Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Formazione",ITALIA,BOLOGNA,BOLOGNA,,Via delle Lame 113,40124,Giacomo,,3384063824,giacomo.venezia5@gmail.com,https://www.deliziamedia.com/,"management, marketing, comunicazione, editoria"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1612080,DIGIBYTE S.R.L.,Società di Capitali,"commercio all'ingrosso e al dettaglio di elaboratori elettronici, produzione di software consulenza informatica e attività connesse","Produzione di software, consulenza informatica e attività connesse Formazione Commercio all'ingrosso e al dettaglio",ITALIA,BOLOGNA,BOLOGNA,,VIA MARZIALE 9,40128,Alice,Baldin,0516388614,amministrazione@digibyte.it,www.digibyte.it,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=940398,DIGITAL PATHS SRL,Società di Capitali,"Siamo una web agency con sede a Bologna, specializzata in consulenza strategica e creazione su misura di piani di comunicazione digitali.

Accompagniamo le aziende all’interno dei nuovi scenari comunicativi nati nella società dell’informazione con l'obiettivo di contribuire significativamente alla crescita del loro business.
L’azienda propone percorsi digitali disegnati ad hoc in base alle esigenze dei propri clienti, mettendo a disposizione le migliori competenze negli ambiti: digital advisory, social media, digital PR, mobile e measurement.

Digital Paths aggrega tutte le migliori capacità necessarie per affrontare il mercato, ridefinendo strategie e sviluppando servizi con l’obiettivo di assistere la crescita delle realtà con le quali collabora.","Servizi alle imprese Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Formazione Pubblicità e ricerche di mercato",ITALIA,BOLOGNA,BOLOGNA,,Via Corsica 12,40135,Antonio,Puglisi,,antonio@digitalpaths.it,www.digitalpaths.it,"La nostra azienda è strutturata in due principali aree di specializzazione:

1. Digital Communication e Digital Marketing: In questa area, gli studenti saranno coinvolti in progetti che riguardano la comunicazione digitale e il marketing, imparando a gestire e ottimizzare strategie online innovative.

2.Design e Sviluppo di Servizi per il Web: Gli studenti che lavorano in questa area parteciperanno alla creazione e allo sviluppo di servizi web, acquisendo competenze tecniche e creative nel design e nell’implementazione di soluzioni web.

Gli studenti verranno assegnati all’area più pertinente in base al loro percorso di studi universitario, garantendo così un’esperienza di tirocinio mirata e altamente formativa."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=596343,DILAXIA S.P.A.,Società di Capitali,"Fornitura di software, assistenza e manutenzione reti, consulenza privacy, software ad hoc, consulenza informatica","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,CASTEL MAGGIORE,,Via Bonazzi n. 2,40013,Olimpia,Bernardini,0510391000,job@nsi.it,job.nsi.it,"software
assistenza e manutenzione reti
privacy"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=613615,DINOVA S.R.L.,Società di Capitali,"Dinova è il luogo in cui la trasformazione digitale si fonde con la passione e l’innovazione. Creiamo ecosistemi unici in cui tecnologie all’avanguardia, talenti eccezionali, dati avanzati e processi dinamici si fondono in una simbiosi perfetta.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,Bologna,via dei Lapidari 12,40129,Alberto,Buzzi,051 6120291,injenia@injenia.it,,"Il tirocinante opererà nell’area Commerciale/Marketing, con l’obiettivo di realizzare il lancio sul mercato di nuove soluzioni e nuovi prodotti, in un’ottica di livello di responsabilità di gestione crescente nel tempo.

Si ricerca un neolaureato con predisposizione ai contatti umani e relazioni, capacità di imparare, capire e studiare i prodotti da presentare, lavorare in gruppo, lavorare per obiettivi, essere responsabile dei propri lavori e delle proprie trattative."
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=2440538,DPTLAB S.R.L.,Società di persone,"Grazie a decenni di innovazione in ambito CAD, ci dedichiamo all'evoluzione di ThinkDesign per soddisfare le esigenze delle aziende di tutto il mondo.
In DPT, siamo orgogliosi di portare avanti lo spirito pionieristico e l'eccellenza tecnologica di think3","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Galleria Ugo Bassi 1,40121,Michela,Citati,051 952 5428,info@dptlab.com,https://dptlab.com/,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=840328,DUDAT SRL,Società di Capitali,"duDAT, attiva dal 2003, opera nel settore dell'editoria generalista e scolastica e offre agli editori prodotti multimediali e interattivi, piattaforme di elearning, prodotti per tablet e lavagne interattive. Offre inoltre servizi editoriali avanzati (redazione esterna, speakeraggio professionale e in lingua, montaggio video e audio)","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Sabotino 30,40131,Fabio,Fellini,051-6147962,info@dudat.it,,"- Editoria multimediale
- Programmazione Web (PHP, SQL, HTML, CSS, XML)
- Multimedia & content"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=2&select=1852297,Digital Defense srl,Società di persone,"Azienda del gruppo Horsa SpA, forniamo e sviluppiano servizi in ambito Cyber Security e Digital Forensics","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,"Via Marco Emilio Lepido, 182/3 - Bologna (BO)",40132,Massimiliano,Dal Cero,3388207123,tirocini@digitaldefense.it,https://www.digitaldefense.it/,"Sicurezza informatica/Cyber Security
Informatica
Digital Forensics"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1705720,EETECH SRLS,Studio Professionale,"Eetech is a professional consulting agency that specializes in the development of cloud native applications, cloud systems and AI-related professional services.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,Bologna,"Galleria Ugo Bassi, 1",40121,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=596904,EHINET srl,Società di Capitali,"Ehiweb è il marchio commerciale di Ehinet Srl, azienda nata nel 2004 che in breve tempo si è imposta sul mercato ICT italiano.
Ha esordito senza contributi né finanziamenti pubblici o privati, senza prestiti né banche alle spalle: solo il lavoro quotidiano, pulito e costante, ha permesso di generare un passaparola positivo che ha contribuito ad aumentare la popolarità dell'e-commerce. 
Nel corso degli anni Ehiweb ha contribuito a diffondere la cultura VoIP in Italia e nel 2010 ha completato la copertura del territorio con la sua rete Geo ADSL.
Ehiweb è Registrar per l’assegnazione di domini .IT e internazionali, fornisce hosting e housing Linux e Windows su server ospitati nel proprio Data Center di Bologna ed è proprietaria della piattaforma BeSMS, una delle più usate d’Italia per l'invio di messaggi verso i cellulari.","Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Di Corticella 181/3,40128,Luigi,De Luca,,tirocini@ehiweb.it,,"Informatica
Assistenza clienti
Marketing"
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=762046,ELETTROTECNICA IMOLESE - S.R.L.,Società di Capitali,Progettazione ed installazione di automazioni elettriche industriali,"Produzione di software, consulenza informatica e attività connesse Impiantistica termica, idraulica, elettrica e simili",ITALIA,BOLOGNA,MORDANO,BUBANO,VIA PAGNINA 4,40020,Massimo,Foresti,,amm@eti.it,www.eti.it,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=779857,ENERGO LOGISTIC S.P.A.,Società di Capitali,"Energo Logistic si occupa di consegna e installazione elettrodomestici.
All'interno del gruppo Energo Logistic è presente lo spin-off  Bluelinks, la nuova software-house specificamente dedicata allo sviluppo di sistemi informatici integrati per il controllo dei network logistici e la supplier collaboration.","Produzione di software, consulenza informatica e attività connesse Trasporto terrestre, marittimo e aereo",ITALIA,BOLOGNA,BOLOGNA,,VIA DELLA LIBERAZIONE 13,40128,Fabio,Perrone,,abio.perrone@energologistic.it,www.energologistic.it,Information Technology. Logistica. Processi dei flussi logistici. Amministrazione e Finanza
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1007884,EOSTECH S.R.L.,Società di Capitali,"Eostech è una societa' di progettazione elettronica HW e SW. Attiva fin dal 1997 lavora per aziende molto importanti nel campo dell'autoID del trasporto ferroviario e del medicale.
Eostech fa parte di 2 reti di imprese attive nell'ambito della realta' aumentata e delle smart grid.
Le attivita' principali sono la progettazione di schede digitali (microprocessori, DSP, FPGA),lo sviluppo di SW embedded (tipicamente in C) e lo sviluppo di sistemi completi HW e SW
Siamo certificati ISO9001:2008","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,VIA LARGA 15/7,40138,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1049682,Emanuele Giovannini,Studio Professionale,"Agenzia Studio Verdi22. Studio professionale che di occupa di Comunicazione per aziende industriali, web design e corporate identity, UI Design, piani e azioni di web marketing e marketing above the line. Design del prodotto e della comunicazione correlata","Altre attività Attività editoriali, grafiche ed audiovisive Telecomunicazioni e servizi internet Produzione di software, consulenza informatica e attività connesse Studi di consulenza organizzativa, aziendale e del lavoro Pubblicità e ricerche di mercato",ITALIA,BOLOGNA,IMOLA,,Via Verdi 20,40026,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=602257,Errelle S.r.l.,Società di Capitali,Progettazione/Realizzazione Elettrica/Meccanica di Macchine Automatiche di qualsiasi genere,"Produzione di software, consulenza informatica e attività connesse Industria meccanica e metalmeccanica Formazione",ITALIA,BOLOGNA,SALA BOLOGNESE,,via LOREDANO BIZZARRI 61,40010,,,,info@errelle.net,http://www.errelle.net/,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=599780,Esox Solution srl,Società di persone,"Piccola impresa del territorio dove i valori e le persone sono da sempre al primo posto. 
Da più di vent’anni ci occupiamo con passione di progettazione software e consulenza di processo, abbracciando i principi del miglioramento continuo e della “produzione snella”. 

Siamo produttori indipendenti e accompagniamo le PMI italiane coltivando con esse un sincero e diretto rapporto di collaborazione, svincolato dalle logiche dei grandi marchi. 
Grazie anche alla collaborazione con un gruppo di professionisti - consulenti, sviluppatori software e sistemisti - garantiamo elevata qualità in termini di analisi dei processi, implementazione dei progetti e attenzione al cliente, affiancando e assistendo quotidianamente oltre quattromila utenti nelle diverse aree operative aziendali.

Il nostro focus è principalmente nel settore metalmeccanico, sia dal punto di vista della consulenza che su quello delle applicazioni: amministrazione, produzione, qualità, Industria 4.0 e controllo di gestione.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,SAN GIOVANNI IN PERSICETO,,Corso Italia 140/e,40017,,,,,,
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=1627028,Ex Machina Italia Srl,Società di Capitali,Società di servizi professionali IT (Software House) specializzata nelle tecnologie Blockchain/DLT.,"Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,BOLOGNA,,Via Ferrarese 3,40128,Sandro,Cacciamani,3488933232,sandro.cacciamani@exmitalia.it,https://exmitalia.it/,Progettazione e Sviluppo Software
https://tirocini.unibo.it/tirocini/studenti/gestioneaziendeconautocandidature.htm?page=3&select=2093253,FECCOMANDI ANDREA,Ditta individuale,"L'azienda si occupa dello sviluppo e della commercializzazione di bibisco, software dedicato alla scrittura di romanzi, progettato per supportare gli scrittori in tutte le fasi della creazione, dalla definizione dei personaggi alla costruzione della trama. bibisco offre strumenti per la gestione strutturata di ogni aspetto della storia. Il software è disponibile in 15 lingue e viene utilizzato da scrittori in tutto il mondo. Grazie alla sua interfaccia intuitiva e alle sue funzionalità avanzate, bibisco è una soluzione completa per chi vuole trasformare le proprie idee in romanzi.","Produzione di software, consulenza informatica e attività connesse",ITALIA,BOLOGNA,CASALECCHIO DI RENO,,Via Aldo Moro 5,40033,Andrea,Feccomandi,3331335854,info@bibisco.com,https://bibisco.com,"I tirocinanti verranno inseriti nei seguenti settori:

Marketing. I tirocinanti si occuperanno di attivitÃ  legate alla promozione di bibisco, con particolare attenzione al digital marketing, alla gestione dei social media, alla creazione di contenuti e all'analisi di mercato. Potranno inoltre collaborare all'elaborazione di campagne pubblicitarie e alla gestione dei rapporti con la community.

Sviluppo Software. I tirocinanti saranno coinvolti nello sviluppo e nel miglioramento del software bibisco. Le attivitÃ  includeranno la programmazione, la risoluzione di bug, l'implementazione di nuove funzionalitÃ  e la verifica del codice (testing). Potranno anche contribuire all'analisi dei requisiti e alla progettazione dell'architettura del software."
